Title,Clients last day,Rating,Voters,Price,Kitchen,Location,Boroughs
900 Park Restaurant,NA,4.0,116,0,Italian,Bronx,Bronx
Taqueria Rio Misteco,NA,NA,NA,0,Mexican,Bronx,Bronx
Ingaprica Restaurant,NA,NA,NA,0,American,Bronx,Bronx
New Golden Flower Kitchen,NA,NA,NA,0,Chinese,Bronx,Bronx
Los Compis Restaurant,NA,NA,NA,0,Mexican,Bronx,Bronx
La palma,NA,NA,NA,0,Mexican,Bronx,Bronx
Momento at 900 Park,NA,4.0,1,0,Italian,Bronx,Bronx
Applebee's Grill and Bar - Bronx - Fordham Plaza,NA,NA,NA,0,American,Bronx,Bronx
Lupes Place,NA,NA,NA,0,Mexican,Bronx,Bronx
Dragon Village,NA,NA,NA,0,Chinese,Bronx,Bronx
Applebee's Grill and Bar - Bronx - Metropolitan Oval,NA,NA,NA,0,American,Bronx,Bronx
Hong Fa Chinese Resturant,NA,NA,NA,0,Chinese,Bronx,Bronx
Sabrosura 2 Restaurant,NA,NA,NA,0,Fusion / Eclectic,Bronx,Bronx
Pupuseria Salvadorena,NA,NA,NA,0,American,Bronx,Bronx
Ellie's Diner,NA,NA,NA,0,American,Bronx,Bronx
Boca Restaurant and Lounge,NA,3.6,5,0,Steakhouse,Bronx,Bronx
R & S Seafood Shack,NA,NA,NA,0,Seafood,Bronx,Bronx
Sing Xing Restaurant,NA,NA,NA,0,Chinese,Bronx,Bronx
Three Way Restaurant,NA,NA,NA,0,American,Bronx,Bronx
Sheale Fry & Grill,NA,NA,NA,0,American,Bronx,Bronx
Dynasty Chinese Restaurant,NA,NA,NA,0,Chinese,Bronx,Bronx
Next Door Bar & Grill,NA,NA,NA,0,Grill,Bronx,Bronx
Olivia's Restaurant & Lounge,NA,NA,NA,0,Grill,Bronx,Bronx
Latino Resturant Incorporated,NA,NA,NA,0,Mexican,Bronx,Bronx
Natty Restaurant & Coffee,NA,NA,NA,0,American,Bronx,Bronx
Third Square Food,NA,NA,NA,0,American,Bronx,Bronx
Nanny's Kitchen,NA,NA,NA,0,American,Bronx,Bronx
Zymi Bar & Grill,NA,NA,NA,0,Grill,Bronx,Bronx
Cosinita Restaurant,NA,NA,NA,0,Mexican,Bronx,Bronx
Golden Eagle Restaurant,NA,NA,NA,0,American,Bronx,Bronx
Passions Restaurant,NA,NA,NA,0,American,Bronx,Bronx
Latino Express Rest,NA,NA,NA,0,Caribbean,Bronx,Bronx
Patsy's Pizzeria,NA,4.5,3,0,Italian,Bronx,Bronx
Rocca Cafe Lounge,NA,NA,NA,0,Italian,Bronx,Bronx
Kennedy Fried Chicken,NA,NA,NA,0,American,Bronx,Bronx
La Esperanza Mexican Deli,NA,NA,NA,0,Mexican,Bronx,Bronx
Step In Restaurant,NA,NA,NA,0,American,Bronx,Bronx
D'kora Restaurant Lounge,NA,NA,NA,0,Grill,Bronx,Bronx
Chinatown Restaurant,NA,NA,NA,0,Chinese,Bronx,Bronx
Great Wall Place,NA,NA,NA,0,Chinese,Bronx,Bronx
El Carboncito Restaurant,NA,NA,NA,0,American,Bronx,Bronx
Mezza Mediterranean Grill,NA,NA,NA,0,Mediterranean,Bronx,Bronx
China City,NA,NA,NA,0,Chinese,Bronx,Bronx
Good Taste Chinese Restaurant,NA,NA,NA,0,Chinese,Bronx,Bronx
Los Girasoles Restaurant,NA,NA,NA,0,Mexican,Bronx,Bronx
Nuestro Sabor Latino Restaurant,NA,NA,NA,0,Latin American,Bronx,Bronx
Venice Pizzeria & Restaurant,NA,NA,NA,0,Italian,Bronx,Bronx
New Wong Kitchen,NA,NA,NA,0,American,Bronx,Bronx
Ceci Restaurant Two,NA,NA,NA,0,American,Bronx,Bronx
Side By Side Pizza & Burek Incorporated,NA,NA,NA,0,Italian,Bronx,Bronx
Dragon Restaurant,NA,NA,NA,0,Chinese,Bronx,Bronx
Chens Chinese Restaurant,NA,NA,NA,0,Chinese,Bronx,Bronx
Ii Vaquero Chicano,NA,NA,NA,0,American,Bronx,Bronx
Decatur Steakhouse,NA,NA,NA,0,Steakhouse,Bronx,Bronx
Paulding Bar & Restaurant,NA,NA,NA,0,Grill,Bronx,Bronx
New General Tsos Restaurant,NA,NA,NA,0,American,Bronx,Bronx
Wing Hing Chinese Restaurant,NA,NA,NA,0,Chinese,Bronx,Bronx
Sing Sing Kitchen,NA,NA,NA,0,Chinese,Bronx,Bronx
Wang Garden,NA,NA,NA,0,Chinese,Bronx,Bronx
French Toast,NA,NA,NA,0,French,Bronx,Bronx
Food La Morena Restaurant,NA,NA,NA,0,American,Bronx,Bronx
El Eden Empanadas,NA,NA,NA,0,Mexican,Bronx,Bronx
Castle Hill Diner,NA,NA,NA,0,American,Bronx,Bronx
Anthonys Restaurant,NA,NA,NA,0,American,Bronx,Bronx
Happy Garden,NA,NA,NA,0,Chinese,Bronx,Bronx
Tajdar Restaurant Incorporated,NA,NA,NA,0,Indian,Bronx,Bronx
M B Restaurant,NA,NA,NA,0,American,Bronx,Bronx
King Wok,NA,NA,NA,0,Chinese,Bronx,Bronx
Patricia's,NA,4.5,545,0,Italian,Bronx,Bronx
Karina Rest. & Bar,NA,NA,NA,0,American,Bronx,Bronx
Jade Joy Restaurant,NA,NA,NA,0,American,Bronx,Bronx
La Rola Restaurant,NA,NA,NA,0,Italian,Bronx,Bronx
Franky Pollos,NA,NA,NA,0,Mexican,Bronx,Bronx
Cea Lo Cafe,NA,NA,NA,0,American,Bronx,Bronx
Taqueria Tlaxcalli,NA,NA,NA,0,Mexican,Bronx,Bronx
Digonta Party Restaurant Incorporated,NA,NA,NA,0,Italian,Bronx,Bronx
Red House Chinese Restaurant,NA,NA,NA,0,Chinese,Bronx,Bronx
Pasta Pasta,NA,NA,NA,0,American,Bronx,Bronx
Taverna Restaurant,NA,NA,NA,0,Grill,Bronx,Bronx
Pasta-Pasta Restaurant,NA,NA,NA,0,Italian,Bronx,Bronx
Da Room El Kuartico,NA,NA,NA,0,American,Bronx,Bronx
Simply Seafood,NA,NA,NA,0,Seafood,Bronx,Bronx
D&g Deli,NA,4.0,1,0,American,Bronx,Bronx
Spring Garden Chinese Food Take Out,NA,NA,NA,0,Chinese,Bronx,Bronx
Kiraku Japanese Restaurant Incorporated,NA,NA,NA,0,Japanese,Bronx,Bronx
Shaad Restaurant,NA,NA,NA,0,Middle Eastern,Bronx,Bronx
Aurora Restaurant,NA,NA,NA,0,American,Bronx,Bronx
El Rey Del Pennil,NA,NA,NA,0,Mexican,Bronx,Bronx
Fu Xing Chinese Restaurant,NA,NA,NA,0,Chinese,Bronx,Bronx
Ann Clair's Salumeria,NA,NA,NA,0,American,Bronx,Bronx
Mannys Restaurant,NA,NA,NA,0,American,Bronx,Bronx
Garden Coffee Shop,NA,NA,NA,0,American,Bronx,Bronx
Sabor Latino Seafood Restaurant,NA,NA,NA,0,Seafood,Bronx,Bronx
I D N Intl Restaurant,NA,NA,NA,0,American,Bronx,Bronx
Rulay Restaurant & Bar Lounge,NA,NA,1,0,American,Bronx,Bronx
El Balle Restaurant,NA,NA,NA,0,Mexican,Bronx,Bronx
Towers Cafe,NA,NA,NA,0,American,Bronx,Bronx
311 Bt Bar & Grill,NA,NA,NA,0,Grill,Bronx,Bronx
Slice Of Heaven Pizza,NA,NA,NA,0,Italian,Bronx,Bronx
La Diva Restaurant,NA,NA,NA,0,American,Bronx,Bronx
Chang Giand Restaurant,NA,NA,NA,0,Chinese,Bronx,Bronx
Evo Restaurant & Cocktail Lounge,NA,5.0,1,0,American,Bronx,Bronx
Evo Cocktail Lounge - Bottle Service Bookings,NA,NA,NA,0,Bar / Lounge / Bottle Service,Bronx,Bronx
King Wok Chinese Restaurant,NA,NA,NA,0,Chinese,Bronx,Bronx
East Star Chinese Restaurant,NA,NA,NA,0,Chinese,Bronx,Bronx
Elfaro Restaurant,NA,NA,NA,0,American,Bronx,Bronx
Tulcimex Deli Restaurant,NA,NA,NA,0,American,Bronx,Bronx
Grand African American Restaurant Incorporated,NA,NA,NA,0,African,Bronx,Bronx
Boesun Kitchen,NA,NA,NA,0,American,Bronx,Bronx
Canoa,NA,NA,NA,0,American,Bronx,Bronx
Rakaya Lounge,NA,NA,NA,0,American,Bronx,Bronx
Lechonera Domincana Restaurant,NA,NA,NA,0,Latin American,Bronx,Bronx
Cascate Cafe,NA,NA,NA,0,American,Bronx,Bronx
Smile Restaurant,NA,NA,NA,0,American,Bronx,Bronx
Quality Chef Chinese Restaurant,NA,NA,NA,0,Chinese,Bronx,Bronx
Estrellita Poblana Ii,NA,NA,NA,0,Mexican,Bronx,Bronx
Ginos Cafe,NA,NA,NA,0,American,Bronx,Bronx
Williamsbridge Deli & Grill,NA,NA,NA,0,American,Bronx,Bronx
Great Wall Restaurant,NA,NA,NA,0,Chinese,Bronx,Bronx
Kee Hing Restaurant,NA,NA,NA,0,Chinese,Bronx,Bronx
Century Chinese Restaurant,NA,NA,NA,0,Chinese,Bronx,Bronx
El Pinito Restaurant,NA,NA,NA,0,Mexican,Bronx,Bronx
New Xing Wang,NA,NA,NA,0,Chinese,Bronx,Bronx
Razancha Bar & Rest,NA,NA,NA,0,Grill,Bronx,Bronx
Cafe Davinci,NA,NA,NA,0,American,Bronx,Bronx
Ms Caridad Restaurant,NA,NA,NA,0,American,Bronx,Bronx
Armando Restaurant,NA,NA,NA,0,American,Bronx,Bronx
Havana Cafe Castlehill,NA,4.8,8,0,Caribbean,Bronx,Bronx
Jimbo's Hamburgers,NA,NA,NA,0,Burgers,Bronx,Bronx
Nana Restaurant,NA,NA,NA,0,American,Bronx,Bronx
Caribean&asian Seafood,NA,NA,NA,0,Caribbean,Bronx,Bronx
Mexican Fast Food,NA,NA,NA,0,Mexican,Bronx,Bronx
Adjuntas Restaurant,NA,NA,NA,0,American,Bronx,Bronx
Comtamninh-hieu Vietnamese Restaurant Inc,NA,NA,NA,0,Vietnamese,Bronx,Bronx
Nick's Restaurant,NA,NA,NA,0,Italian,Bronx,Bronx
Best Party Place,NA,NA,NA,0,American,Bronx,Bronx
Double Dragon Chinese,NA,NA,NA,0,Chinese,Bronx,Bronx
Lis Kitchen,NA,NA,NA,0,Italian,Bronx,Bronx
Georgina Restaurant,NA,NA,NA,0,American,Bronx,Bronx
La Cocina Boricua,NA,NA,NA,0,Mexican,Bronx,Bronx
Gold Dragon Restaurant,NA,NA,NA,0,Chinese,Bronx,Bronx
Jimmys Sea Food,NA,NA,NA,0,Seafood,Bronx,Bronx
New Capitol Restaurant,NA,NA,NA,0,American,Bronx,Bronx
Papi Nice,NA,NA,NA,0,American,Bronx,Bronx
Aa Caridad Restaurant,NA,NA,NA,0,American,Bronx,Bronx
Brisas Del Caribe,NA,NA,NA,0,Caribbean,Bronx,Bronx
Sabrosura Restaurant,NA,NA,NA,0,American,Bronx,Bronx
El Nuevo Bohio,NA,NA,NA,0,Mexican,Bronx,Bronx
El Castillo Restaurant,NA,NA,NA,0,Mexican,Bronx,Bronx
Mariscos Centro,NA,NA,NA,0,American,Bronx,Bronx
Aa Caridad Restaurant Corporation,NA,NA,NA,0,American,Bronx,Bronx
Doyles Pub,NA,NA,NA,0,Grill,Bronx,Bronx
Shalom Restaurant,NA,NA,NA,0,Kosher,Bronx,Bronx
El Buen Ambiente,NA,NA,NA,0,Mexican,Bronx,Bronx
Caridad Restaurant,NA,NA,NA,0,Latin American,Bronx,Bronx
Kai Asian Bistro,NA,NA,NA,0,Asian,Bronx,Bronx
Number One Restaurant,NA,NA,NA,0,Chinese,Bronx,Bronx
Famous Dave's - Bronx,NA,NA,NA,0,Barbecue,Bronx,Bronx
Andys Cuisine,NA,NA,NA,0,Mexican,Bronx,Bronx
King House,NA,NA,NA,0,American,Bronx,Bronx
China Garden,NA,NA,NA,0,Chinese,Bronx,Bronx
Super Sonido El Agula Incorporated,NA,NA,NA,0,Grill,Bronx,Bronx
Munch Time Diner,NA,NA,NA,0,American,Bronx,Bronx
El Nuevo Valle Restaurant,NA,NA,NA,0,Latin American,Bronx,Bronx
La Casadel Sabor Inc,NA,NA,NA,0,American,Bronx,Bronx
La Sabrosura,NA,NA,NA,0,Mexican,Bronx,Bronx
Chef King,NA,NA,NA,0,American,Bronx,Bronx
Applebee's Grill and Bar - Bronx - Eastchester Rd.,NA,NA,NA,0,American,Bronx,Bronx
Montefino Restaurant,NA,NA,NA,0,American,Bronx,Bronx
New Eastern Chinese Restaurant,NA,NA,NA,0,Chinese,Bronx,Bronx
Eastern Chinese Restaurant,NA,NA,NA,0,Chinese,Bronx,Bronx
Chico Restaurant,NA,NA,NA,0,Latin American,Bronx,Bronx
Lin's No 1 Chinese Restaurant,NA,NA,NA,0,Chinese,Bronx,Bronx
Shanghai Red,NA,4.3,112,0,Latin / Spanish,Bronx,Bronx
Waj Kang Take Out Restaurant,NA,NA,NA,0,Asian,Bronx,Bronx
Restaurant Flor Delicia,NA,NA,NA,0,American,Bronx,Bronx
Maddens Bedford Pub,NA,NA,NA,0,Grill,Bronx,Bronx
Emerald Bar & Grill,NA,NA,NA,0,Grill,Bronx,Bronx
1028 Bar & Restaurant El Salvadoreno,NA,NA,NA,0,Grill,Bronx,Bronx
Grand Seafood,NA,NA,NA,0,Seafood,Bronx,Bronx
K Q Restaurant,NA,NA,NA,0,American,Bronx,Bronx
Divas & Gents Cafe,NA,NA,NA,0,American,Bronx,Bronx
Tanna Thai,NA,NA,NA,0,Thai,Bronx,Bronx
Sobeida Spanish & American Restaurant,NA,NA,NA,0,Tapas / Small Plates,Bronx,Bronx
Peghe Deli,NA,NA,NA,0,American,Bronx,Bronx
New Lucky House Restaurant,NA,NA,NA,0,Chinese,Bronx,Bronx
Leodany Restaurant,NA,NA,NA,0,American,Bronx,Bronx
Good To Go,NA,NA,NA,0,American,Bronx,Bronx
Sun Fung Chinese Restaurant,NA,NA,NA,0,Chinese,Bronx,Bronx
Kwon Wa Chinese Kitchen,NA,NA,NA,0,Chinese,Bronx,Bronx
Metro Cafe,NA,NA,NA,0,American,Bronx,Bronx
Jimmy's Grand Cafe,NA,NA,NA,0,Grill,Bronx,Bronx
Bedford Cafe Restaurant,NA,NA,NA,0,American,Bronx,Bronx
Choi,NA,NA,NA,0,Chinese,Bronx,Bronx
Olga Restaurant,NA,NA,NA,0,American,Bronx,Bronx
Panera Top Cafe Resturant,NA,NA,NA,0,American,Bronx,Bronx
New Lin House,NA,NA,NA,0,American,Bronx,Bronx
Cafe Cousina Restaurant,NA,NA,NA,0,American,Bronx,Bronx
El Nuevo Rinconcito Del Sabor,NA,NA,NA,0,Mexican,Bronx,Bronx
New China Chinese Resturant,NA,NA,NA,0,Chinese,Bronx,Bronx
Peking House,NA,NA,NA,0,Chinese,Bronx,Bronx
La Fuente Steak House,NA,NA,NA,0,Steakhouse,Bronx,Bronx
Linda's Pizza,NA,NA,NA,0,Italian,Bronx,Bronx
Kang Kong Chinese Restaurant,NA,NA,NA,0,Chinese,Bronx,Bronx
Lucky Star,NA,NA,NA,0,Chinese,Bronx,Bronx
Lash West Indian And American Cuisine,NA,NA,NA,0,Indian,Bronx,Bronx
Lees Chinese Kitchen,NA,NA,NA,0,Chinese,Bronx,Bronx
Curbside Cuisine,NA,NA,NA,0,Hawaiian,Bronx,Bronx
Right Choice Restaurant & More Inc,NA,NA,NA,0,American,Bronx,Bronx
Nikitas Coffee Shop,NA,NA,NA,0,American,Bronx,Bronx
Blue Grill,NA,NA,NA,0,American,Bronx,Bronx
Tinys Pizza & Pasta,NA,NA,NA,0,Italian,Bronx,Bronx
Ko Wong Restaurant,NA,NA,NA,0,Chinese,Bronx,Bronx
Panda Chinese Restaurant,NA,NA,NA,0,Chinese,Bronx,Bronx
Golden China Restaurant,NA,NA,NA,0,Chinese,Bronx,Bronx
Margherita's Mexican Cuisine,NA,NA,NA,0,Mexican,Bronx,Bronx
Mexican Deli,NA,NA,NA,0,Mexican,Bronx,Bronx
Sals Pizzeria,NA,NA,NA,0,Italian,Bronx,Bronx
Four Gs Tavern & Restaurant,NA,NA,NA,0,American,Bronx,Bronx
Jerome Tropical,NA,NA,NA,0,American,Bronx,Bronx
D Blass,NA,NA,NA,0,Mexican,Bronx,Bronx
Ballet Restaurant,NA,NA,NA,0,American,Bronx,Bronx
Sunshine Deli&grill,NA,NA,NA,0,American,Bronx,Bronx
Kee Hong Restaurant,NA,NA,NA,0,Chinese,Bronx,Bronx
Renacimiento Restaurant,NA,NA,NA,0,American,Bronx,Bronx
New Yummy Chinese Kitchen,NA,NA,NA,0,Chinese,Bronx,Bronx
Lillys Cafe,NA,NA,NA,0,American,Bronx,Bronx
The Original Dream Cafe,NA,NA,NA,0,American,Bronx,Bronx
Double Dragon,NA,NA,NA,0,Chinese,Bronx,Bronx
Brothers Restaurant,NA,NA,NA,0,American,Bronx,Bronx
Caribeb Restaurant,NA,NA,NA,0,Barbecue,Bronx,Bronx
Mr Wedge,NA,NA,NA,0,American,Bronx,Bronx
Win Hing Restaurant Incorporated,NA,NA,NA,0,Chinese,Bronx,Bronx
The Bamboo Restaurant,NA,NA,NA,0,American,Bronx,Bronx
Valbona Restaurant,NA,NA,NA,0,American,Bronx,Bronx
Milly S East Corner Restaurant Bar Corp,NA,NA,NA,0,Grill,Bronx,Bronx
Justin Restaurant,NA,NA,NA,0,American,Bronx,Bronx
Mary Tierra Restaurant & Lounge,NA,NA,NA,0,Grill,Bronx,Bronx
Market Heros,NA,NA,NA,0,American,Bronx,Bronx
Anchor Bay Seafood,NA,NA,NA,0,Seafood,Bronx,Bronx
B&b Randall Rest.,NA,NA,NA,0,American,Bronx,Bronx
Oliva Paraiso Restaurant No 2,NA,NA,NA,0,American,Bronx,Bronx
Anotonia's Cucina Ita,NA,NA,NA,0,Italian,Bronx,Bronx
Elmonsto Del Sazon Restaurant,NA,NA,NA,0,American,Bronx,Bronx
Yummy J House,NA,NA,NA,0,Asian,Bronx,Bronx
Hing Wang Restaurant,NA,NA,NA,0,Chinese,Bronx,Bronx
Tremont Diner,NA,NA,NA,0,American,Bronx,Bronx
Seria De Cafe,NA,NA,NA,0,American,Bronx,Bronx
Dona Ana Restaurant,NA,NA,NA,0,American,Bronx,Bronx
Loly's Rest.,NA,NA,NA,0,American,Bronx,Bronx
Zhuo Hua,NA,NA,NA,0,Chinese,Bronx,Bronx
Igeeks Cafe Com,NA,NA,NA,0,American,Bronx,Bronx
Fratellis Restaurant,NA,NA,NA,0,Italian,Bronx,Bronx
Ricardo's Grill Restaurant,NA,NA,NA,0,American,Bronx,Bronx
Royal Coach Diner,NA,NA,NA,0,American,Bronx,Bronx
Fortune Garden,NA,NA,NA,0,Chinese,Bronx,Bronx
Jumbo Steak Fish N Chips,NA,NA,NA,0,Steakhouse,Bronx,Bronx
Empere Kitchen,NA,NA,NA,0,Chinese,Bronx,Bronx
P&p Early Bird Restaurant,NA,NA,NA,0,American,Bronx,Bronx
Pizza & Rest Dang,NA,NA,NA,0,Italian,Bronx,Bronx
City Tamale Inc,NA,NA,NA,0,Mexican,Bronx,Bronx
Olive Home Spice Cuisine,NA,NA,NA,0,American,Bronx,Bronx
New China Restaurant,NA,NA,NA,0,Chinese,Bronx,Bronx
Early Morning Seafood,NA,NA,NA,0,Seafood,Bronx,Bronx
Fang Lin Min,NA,NA,NA,0,Asian,Bronx,Bronx
Break Time Sports Bar & Grill,NA,NA,NA,0,Grill,Bronx,Bronx
The Hunts Point Cafe Grill,NA,NA,NA,0,American,Bronx,Bronx
Jen's Restaurant,NA,NA,NA,0,American,Bronx,Bronx
Country Boyz Restaurant,NA,NA,NA,0,American,Bronx,Bronx
Palomas Pasta Cafe,NA,NA,NA,0,Italian,Bronx,Bronx
Gold Grill Deli Llc,NA,NA,NA,0,American,Bronx,Bronx
Wilbel,NA,NA,NA,0,American,Bronx,Bronx
El Rey Del Bistec Restaurant,NA,NA,NA,0,Mexican,Bronx,Bronx
2987 El Dorado Cafe Inc,NA,NA,NA,0,American,Bronx,Bronx
Elporton Bar,NA,NA,NA,0,Grill,Bronx,Bronx
American Grill,NA,NA,NA,0,American,Bronx,Bronx
Wok Wok Chinese Restaurant,NA,NA,NA,0,Chinese,Bronx,Bronx
Gun Hill Halal Food And Chicken Corp,NA,NA,NA,0,Grill,Bronx,Bronx
Fried R Us,NA,NA,NA,0,American,Bronx,Bronx
V I P Cafe,NA,NA,NA,0,American,Bronx,Bronx
La Espiga 3 Estrellas,NA,NA,NA,0,Mexican,Bronx,Bronx
Ultimate Grill,NA,NA,NA,0,American,Bronx,Bronx
Sun Flower Restaurant,NA,NA,NA,0,American,Bronx,Bronx
Feeding Tree,NA,NA,NA,0,Caribbean,Bronx,Bronx
Applebee's Grill and Bar - Bronx - Riverdale NY,NA,NA,NA,0,American,Bronx,Bronx
Chicanip Restaurant,NA,NA,NA,0,American,Bronx,Bronx
Pelham Bay Cafe Incorporated,NA,NA,NA,0,American,Bronx,Bronx
Georges Restaurant,NA,NA,NA,0,American,City Island,Bronx
Rochambeau Island Kitchen,NA,NA,NA,0,American,Bronx,Bronx
Mexico Magico Resturant,NA,NA,NA,0,Mexican,City Island,Bronx
Shamrock Inn,NA,NA,NA,0,American,City Island,Bronx
The Bronx Public,NA,4.5,9,0,American,Bronx,Bronx
Lucca Restaurant,NA,NA,NA,0,Italian,Bronx,Bronx
Venice Restaurant & Pizzeria,NA,NA,NA,0,Italian,Bronx,Bronx
Xochimilco,NA,NA,NA,0,American,Bronx,Bronx
Escape Latino,NA,3.9,7,0,Latin / Spanish,Bronx,Bronx
Ten Tan Chinese Restaurant,NA,NA,NA,0,Chinese,Bronx,Bronx
Caribe Restaurant,NA,NA,NA,0,Caribbean,Bronx,Bronx
Nana's African Kitchen,NA,NA,NA,0,African,Bronx,Bronx
El Valle,NA,NA,NA,0,Latin American,Bronx,Bronx
MamaJuana Cafe The Bronx,NA,3.7,57,0,Latin American,Bronx,Bronx
Escape Restaurant and Lounge,NA,NA,NA,0,Gastro Pub,Bronx,Bronx
Viviennes,NA,NA,NA,0,Grill,Bronx,Bronx
Cafe Abdurri Italia,NA,NA,NA,0,Italian,Bronx,Bronx
Gar Pizzeria & Restaurant Incorporated,NA,NA,NA,0,Italian,Bronx,Bronx
Eastern Dynasty Restaurant,NA,NA,NA,0,Chinese,City Island,Bronx
Los Hermanos Salazar Restaurant,NA,NA,NA,0,Mexican,Bronx,Bronx
Jimmy Ryans,NA,NA,NA,0,English,City Island,Bronx
The Hong Kong Chinese Restaurant Store,NA,NA,NA,0,Chinese,Bronx,Bronx
Chris Jamaica Restaurant,NA,NA,NA,0,Caribbean,Bronx,Bronx
Good Taste Restaurant,NA,NA,NA,0,American,Bronx,Bronx
Sonia & Sons Cooking,NA,NA,NA,0,American,Bronx,Bronx
Fresco Pizzeria,NA,NA,NA,0,Italian,Bronx,Bronx
China Palace,NA,NA,NA,0,Chinese,City Island,Bronx
Ya Mei Chinese Restaurant,NA,NA,NA,0,Chinese,Bronx,Bronx
Caridad & Louie's Restuarant,NA,NA,NA,0,Latin American,Bronx,Bronx
Mecicocina Diner,NA,NA,NA,0,American,Bronx,Bronx
La Granja Peruvian Restaurant,NA,NA,NA,0,American,Bronx,Bronx
Maddy's African Restaurant,NA,NA,NA,0,African,Bronx,Bronx
El Valle Restaurant,NA,NA,NA,0,Mexican,Bronx,Bronx
Giovannis Restaurant & Pizzeria,NA,NA,NA,0,Italian,City Island,Bronx
Noches Mexicanas,NA,NA,NA,0,Mexican,Bronx,Bronx
Delicioso Restaurant,NA,NA,NA,0,Tapas / Small Plates,Bronx,Bronx
Mi Palenque,NA,NA,NA,0,Mexican,Bronx,Bronx
555 Viva Cafe,NA,NA,NA,0,American,Bronx,Bronx
El Valle Restaurante,NA,NA,NA,0,Tapas / Small Plates,Bronx,Bronx
Louie And Ernies Pizza,NA,NA,NA,0,Italian,City Island,Bronx
King Hing Restaurant,NA,NA,NA,0,Chinese,City Island,Bronx
Applebee's Grill and Bar - Bronx - Hutchinson River Pkwy,NA,NA,NA,0,American,Bronx,Bronx
Illusions Hookah & Mixology,NA,NA,NA,0,Grill,City Island,Bronx
New Sea Food Company,NA,NA,NA,0,Seafood,Bronx,Bronx
B B Healthly Corner,NA,NA,NA,0,American,Bronx,Bronx
New Wok Chinese Restaurant,NA,NA,NA,0,Chinese,Bronx,Bronx
Guan Hin Restaurant,NA,NA,NA,0,American,Bronx,Bronx
Cafe Latino Restaurant,NA,NA,NA,0,Caribbean,Bronx,Bronx
Eastwood Manor,NA,NA,NA,0,Fusion / Eclectic,Bronx,Bronx
Dima Corp Diner,NA,NA,NA,0,American,City Island,Bronx
El Soul & Seafood,NA,NA,NA,0,Seafood,Bronx,Bronx
Crosstown Diner,NA,4.4,9,0,Comfort Food,Bronx,Bronx
Pat'e Palo Bar & Grill,NA,NA,NA,0,Latin American,Bronx,Bronx
LATIN MIX Restaurant & Cafeteria,NA,NA,NA,0,American,Bronx,Bronx
Js Perry's Diner,NA,NA,NA,0,American,Bronx,Bronx
Pelham Bay Diner Incorporated,NA,NA,NA,0,American,City Island,Bronx
Bronx Alehouse,NA,NA,NA,0,American,Bronx,Bronx
Les Ames African Restaurant,NA,NA,NA,0,African,Bronx,Bronx
Kim Popla Cuisine,NA,NA,NA,0,American,Bronx,Bronx
Zona de Cuba,NA,4.3,446,0,Cuban,Bronx,Bronx
Joyful Dragon Chinese Restaurant,NA,NA,NA,0,Chinese,Bronx,Bronx
China Top,NA,NA,NA,0,Chinese,Bronx,Bronx
Rainbow Restaurant,NA,NA,NA,0,American,Bronx,Bronx
Barnes & Noble Cafe,NA,NA,NA,0,American,City Island,Bronx
Foo Hing Chinese Kitchen Incorporated,NA,NA,NA,0,Chinese,Bronx,Bronx
Gaelic Park,NA,NA,NA,0,American,Bronx,Bronx
Addeo's of the Bronx,NA,4.7,2,0,Italian,Bronx,Bronx
Outback Steakhouse - Bronx,NA,NA,NA,0,Steak,Bronx,Bronx
Red Robin - Bronx,NA,3.6,3,0,American,Bronx,Bronx
Olive Garden - Bronx,NA,NA,NA,0,Italian,City Island,Bronx
Applebee's Grill and Bar - Bronx - Terminal Market,NA,NA,NA,0,American,Bronx,Bronx
New Chinatown,NA,NA,NA,0,Asian,Bronx,Bronx
Tien Lung Restaurant,NA,NA,NA,0,American,Bronx,Bronx
Throggs Neck Clipper,NA,NA,NA,0,Grill,City Island,Bronx
CASA RESTAURANT & LOUNGE,NA,3.9,22,0,Fusion / Eclectic,Bronx,Bronx
Pinstripes,NA,NA,NA,0,American,Bronx,Bronx
Truffa Wine Room Pizza Kitchen,NA,NA,NA,0,Pizzeria,Bronx,Bronx
St Ann's Cafe,NA,NA,NA,0,Latin / Spanish,Bronx,Bronx
Top Choice,NA,NA,NA,0,American,Bronx,Bronx
The Hill Bistro,NA,NA,NA,0,Bistro,Bronx,Bronx
Lins Garden Restaurant,NA,NA,NA,0,Chinese,Bronx,Bronx
Bella Notte,NA,4.4,29,0,Italian,Bronx,Bronx
Yokomo,NA,NA,NA,0,Peruvian,Bronx,Bronx
Fontenova Spanish & Mexican Tapas,NA,3.4,3,0,Tapas / Small Plates,Bronx,Bronx
Laconia Pizza,NA,NA,NA,0,Italian,Bronx,Bronx
710 Caridad Express Corp,NA,NA,NA,0,Latin American,Bronx,Bronx
Peppercorns Grill & Bar,NA,NA,NA,0,Grill,City Island,Bronx
The Burrito Shop,NA,NA,NA,0,Mexican,Bronx,Bronx
Corner Cafe,NA,NA,NA,0,American,Bronx,Bronx
La Familia Restaurant,NA,NA,NA,0,Mexican,Bronx,Bronx
Huang Bao Guan,NA,NA,NA,0,Asian,Bronx,Bronx
Claudy’s Kitchen,NA,NA,NA,0,Peruvian,Bronx,Bronx
Barcelona Bites,NA,3.8,12,0,Latin / Spanish,Bronx,Bronx
